client id,noise multiplier,round,epsilon
client2,0.17,32,1052.325881
client2,0.17,33,1084.894608
client2,0.17,34,1117.463335
client2,0.17,35,1150.032061
client2,0.17,36,1182.600788
client2,0.17,37,1215.169514
client2,0.17,38,1247.738241
client2,0.17,39,1280.306968
client2,0.17,40,1312.875694
client2,0.17,41,1345.444421
client2,0.17,42,1378.013147
client2,0.17,43,1410.581874
client2,0.17,44,1443.1506
client2,0.17,45,1475.719327
client2,0.17,46,1508.288054
client2,0.17,47,1540.85678
client2,0.17,48,1573.425507
client2,0.17,49,1605.994233
client2,0.17,50,1638.56296
client2,0.17,51,1671.131686
client2,0.17,52,1703.700413
client2,0.17,53,1736.26914
client2,0.17,54,1768.837866
client2,0.17,55,1801.406593
client2,0.17,56,1833.975319
client2,0.17,57,1866.544046
client2,0.17,58,1899.112772
client2,0.17,59,1931.681499
client2,0.17,60,1964.250226
client2,0.17,61,1996.818952
client2,0.17,62,2029.387679
client2,0.17,63,2061.956405
client2,0.17,64,2094.525132
client2,0.17,65,2127.093858
client2,0.17,66,2159.662585
client2,0.17,67,2192.231312
client2,0.17,68,2224.800038
client2,0.17,69,2257.368765
client2,0.17,70,2289.937491
client2,0.17,71,2322.506218
client2,0.17,72,2355.074944
client2,0.17,73,2387.643671
client2,0.17,74,2420.212398
client2,0.17,75,2452.781124
client2,0.17,76,2485.349851
client2,0.17,77,2517.918577
client2,0.17,78,2550.487304
client2,0.17,79,2583.05603
client2,0.17,80,2615.624757
client2,0.17,81,2648.193484
client2,0.17,82,2680.76221
client2,0.17,83,2713.330937
client2,0.17,84,2745.899663
client2,0.17,85,2778.46839
client2,0.17,86,2811.037117
client2,0.17,87,2843.605843
client2,0.17,88,2876.17457
client2,0.17,89,2908.743296
client2,0.17,90,2941.312023
client2,0.17,91,2973.880749
client2,0.17,92,3006.449476
client2,0.17,93,3039.018203
client2,0.17,94,3071.586929
client2,0.17,95,3104.155656
client2,0.17,96,3136.724382
client2,0.17,97,3169.293109
client2,0.17,98,3201.861835
client2,0.17,99,3234.430562
client2,0.17,100,3266.999289
client0,0.16,1,11.573977
client0,0.16,2,13.021323
client0,0.16,3,14.468669
client0,0.16,4,15.916015
client0,0.16,5,17.363361
client0,0.16,6,18.810708
client0,0.16,7,20.258054
client0,0.16,8,21.7054
client0,0.16,9,23.152746
client0,0.16,10,24.600092
client0,0.16,11,26.047438
client0,0.16,12,27.494784
client0,0.16,13,28.94213
client0,0.16,14,30.389476
client0,0.16,15,31.836822
client0,0.16,16,33.284168
client0,0.16,17,34.731514
client0,0.16,18,36.17886
client0,0.16,19,37.626206
client0,0.16,20,39.073552
client0,0.16,21,40.520899
client0,0.16,22,41.968245
client0,0.16,23,43.415591
client0,0.16,24,44.862937
client0,0.16,25,46.310283
client0,0.16,26,47.757629
client0,0.16,27,49.204975
client0,0.16,28,50.652321
client0,0.16,29,52.099667
client0,0.16,30,53.547013
client0,0.16,31,54.994359
client0,0.16,32,56.441705
client0,0.16,33,57.889051
client0,0.16,34,59.336397
client0,0.16,35,60.783743
client0,0.16,36,62.23109
client0,0.16,37,63.678436
client0,0.16,38,65.125782
client0,0.16,39,66.573128
client0,0.16,40,68.020474
client0,0.16,41,69.46782
client0,0.16,42,70.915166
client0,0.16,43,72.362512
client0,0.16,44,73.809858
client0,0.16,45,75.257204
client0,0.16,46,76.70455
client0,0.16,47,78.151896
client0,0.16,48,79.599242
client0,0.16,49,81.046588
client0,0.16,50,82.493934
client0,0.16,51,83.941281
client0,0.16,52,85.388627
client0,0.16,53,86.835973
client0,0.16,54,88.283319
client0,0.16,55,89.730665
client0,0.16,56,91.178011
client0,0.16,57,92.625357
client0,0.16,58,94.072703
client0,0.16,59,95.520049
client0,0.16,60,96.967395
client0,0.16,61,98.414741
client0,0.16,62,99.862087
client0,0.16,63,101.309433
client0,0.16,64,102.756779
client0,0.16,65,104.204126
client0,0.16,66,105.651472
client0,0.16,67,107.098818
client0,0.16,68,108.546164
client0,0.16,69,109.99351
client0,0.16,70,111.440856
client0,0.16,71,112.888202
client0,0.16,72,114.335548
client0,0.16,73,115.782894
client0,0.16,74,117.23024
client0,0.16,75,118.677586
client0,0.16,76,120.124932
client0,0.16,77,121.572278
client0,0.16,78,123.019624
client0,0.16,79,124.46697
client0,0.16,80,125.914317
client0,0.16,81,127.361663
client0,0.16,82,128.809009
client0,0.16,83,130.256355
client0,0.16,84,131.703701
client0,0.16,85,133.151047
client0,0.16,86,134.598393
client0,0.16,87,136.045739
client0,0.16,88,137.493085
client0,0.16,89,138.940431
